phylum,class,order,family,genus
 Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Pelobacter
 Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Pelobacter
 Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,
 Proteobacteria,Deltaproteobacteria,Desulfuromonadales,,
 Proteobacteria,Deltaproteobacteria,DTB120,,
 Proteobacteria,Deltaproteobacteria,Entotheonellales,Entotheonellaceae,Candidatus Entotheonella
 Proteobacteria,Deltaproteobacteria,Entotheonellales,Entotheonellaceae,
 Proteobacteria,Deltaproteobacteria,Entotheonellales,,
 Proteobacteria,Deltaproteobacteria,FAC87,,
 Proteobacteria,Deltaproteobacteria,GMD14H09,,
 Proteobacteria,Deltaproteobacteria,GW-28,,
 Proteobacteria,Deltaproteobacteria,IndB3-24,,
 Proteobacteria,Deltaproteobacteria,MBNT15,,
 Proteobacteria,Deltaproteobacteria,MIZ46,,
 Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,
 Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter
 Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,
 Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,
 Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
 Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,
 Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter
 Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus
 Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus
 Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,
 Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
 Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
 Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis
 Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,
 Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces
 Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium
 Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium
 Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,
 Proteobacteria,Deltaproteobacteria,Myxococcales,,
 Proteobacteria,Deltaproteobacteria,NB1-j,JTB38,
 Proteobacteria,Deltaproteobacteria,NB1-j,MND4,
 Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,
 Proteobacteria,Deltaproteobacteria,NB1-j,,
 Proteobacteria,Deltaproteobacteria,NKB15,,
 Proteobacteria,Deltaproteobacteria,PB19,,
 Proteobacteria,Deltaproteobacteria,SAR324,,
 Proteobacteria,Deltaproteobacteria,Spirobacillales,,
 Proteobacteria,Deltaproteobacteria,Sva0485,,
 Proteobacteria,Deltaproteobacteria,Sva0853,JTB36,
 Proteobacteria,Deltaproteobacteria,Sva0853,S25_1238,
 Proteobacteria,Deltaproteobacteria,Sva0853,SAR324,
 Proteobacteria,Deltaproteobacteria,Sva0853,,
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfacinum
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,
 Proteobacteria,Deltaproteobacteria,Syntrophobacterales,,
 Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Geothermobacterium
 Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator
 Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,
 Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,,
 Proteobacteria,Deltaproteobacteria,,,
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Flexispira
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Flexispira
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,
 Proteobacteria,Epsilonproteobacteria,Campylobacterales,,
 Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter
 Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia
 Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,
 Proteobacteria,Epsilonproteobacteria,Nautiliales,,
 Proteobacteria,Epsilonproteobacteria,,,
 Proteobacteria,Gammaproteobacteria,34P16,,
 Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus
 Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus
 Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus
 Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,
 Proteobacteria,Gammaproteobacteria,Acidithiobacillales,,
 Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas
 Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera
 Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas
 Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,
 Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum
 Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter
 Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio
 Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,
 Proteobacteria,Gammaproteobacteria,Aeromonadales,,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,125ds10,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,211ds20,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agarivorans
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,BD2-13
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Candidatus Endobugula
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Cellvibrio
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,HB2-32-21
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,HTCC2207
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinimicrobium
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Microbulbifer
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Microbulbifer
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,ND137
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,nsmpVI18
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Spongiibacter
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Umboniibacter
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,ZD0117
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,Alishewanella
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,Rheinheimera
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas
 Proteobacteria,Gammaproteobacteria,Alteromonadales,HTCC2188,HTCC
 Proteobacteria,Gammaproteobacteria,Alteromonadales,HTCC2188,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,J115,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,Congregibacter
 Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
 Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,
 Proteobacteria,Gammaproteobacteria,Alteromonadales,,
 Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium
 Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium
 Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,
 Proteobacteria,Gammaproteobacteria,Cardiobacteriales,,
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiococcus
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus
 Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,
 Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira
 Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira
 Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira
 Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Methylonatrum
 Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio
 Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiorhodospira
 Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,
 Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus
 Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus
 Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Thiofaba
 Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Thiovirga
 Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,
 Proteobacteria,Gammaproteobacteria,Chromatiales,,
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Arsenophonus
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Arsenophonus
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Blochmannia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Blochmannia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Hamiltonella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Phlomobacter
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Regiella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Gluconacetobacter
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Gluconacetobacter
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
 Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,
 Proteobacteria,Gammaproteobacteria,HOC36,,
 Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2089,
 Proteobacteria,Gammaproteobacteria,HTCC2188,,
 Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
 Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
 Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella
 Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,
 Proteobacteria,Gammaproteobacteria,Legionellales,Endoecteinascidiaceae,
 Proteobacteria,Gammaproteobacteria,Legionellales,Francisellaceae,Francisella
 Proteobacteria,Gammaproteobacteria,Legionellales,Francisellaceae,
 Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
 Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
 Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia
 Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,
 Proteobacteria,Gammaproteobacteria,Legionellales,,
 Proteobacteria,Gammaproteobacteria,Marinicellales,Marinicellaceae,Marinicella
 Proteobacteria,Gammaproteobacteria,Marinicellales,Marinicellaceae,
 Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix
 Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix
 Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
 Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium
 Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium
 Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
 Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,
 Proteobacteria,Gammaproteobacteria,Methylococcales,,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicimonaceae,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Portiera
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Portiera
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Haererehalobacter
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Haererehalobacter
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,HOC21,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Nitrincola
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleibacter
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,ML110J-20
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,SUP05,
 Proteobacteria,Gammaproteobacteria,Oceanospirillales,,
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Chelonobacter
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Chelonobacter
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
 Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,
 Proteobacteria,Gammaproteobacteria,Pasteurellales,,
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,
 Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
